keyword;id;identifier;language_ISO;topics_level_1;topics_level_2;LGBTIQ_keywords;sentiment;translation
financial resources;54;SN-6332;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
gender;54;SN-6332;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_08 Gender and gender roles;0;1;
gender role;54;SN-6332;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_08 Gender and gender roles;0;1;
heterosexuality;54;SN-6332;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
hiv infections;54;SN-6332;eng;04 HEALTH;04_11 Specific diseases, disorders and medical conditions;0;0;
homosexuality;54;SN-6332;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
housework;54;SN-6332;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
housing tenure;54;SN-6332;eng;06 HOUSING AND LAND USE;06_01 Housing;0;1;
income;54;SN-6332;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
infidelity;54;SN-6332;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
information services;54;SN-6332;eng;09 MEDIA, COMMUNICATION AND LANGUAGE;09_55 Other (Term introduced by authors);0;1;
information sources;54;SN-6332;eng;09 MEDIA, COMMUNICATION AND LANGUAGE;09_55 Other (Term introduced by authors);0;0;
interpersonal attraction;54;SN-6332;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
interpersonal conflict;54;SN-6332;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
interpersonal relations;54;SN-6332;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
interpersonal trust;54;SN-6332;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
jealousy;54;SN-6332;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;0;
love;54;SN-6332;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
marital history;54;SN-6332;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
marriage;54;SN-6332;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
marriage dissolution;54;SN-6332;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;0;
mental disorders;54;SN-6332;eng;04 HEALTH;04_11 Specific diseases, disorders and medical conditions;0;0;
parents;54;SN-6332;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
partnerships (personal);54;SN-6332;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
premarital sex;54;SN-6332;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
same-sex relationships;54;SN-6332;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
sexual assault;54;SN-6332;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_01 Crime and law enforcement;0;0;
sexual behaviour;54;SN-6332;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
sexual offences;54;SN-6332;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_01 Crime and law enforcement;0;0;
sexuality;54;SN-6332;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
social class;54;SN-6332;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_55 Other (Term introduced by authors);0;1;
substance use;54;SN-6332;eng;04 HEALTH;04_02 Drug abuse, alcohol and smoking;0;1;
virtues and vices;54;SN-6332;eng;16 SOCIETY AND CULTURE;16_05 Religion and values;0;1;
discrimination;55;SN-851358;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_05 Equality, inequality and social exclusion;0;0;
employees;55;SN-851358;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
employment;55;SN-851358;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
workplace;55;SN-851358;eng;07 LABOUR AND EMPLOYMENT;07_07 Working conditions;0;1;
adolescents;56;SN-6063;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_12 Youth;0;1;
bisexuality;56;SN-6063;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
cultural identity;56;SN-6063;eng;16 SOCIETY AND CULTURE;16_03 Identity (Term introduced by authors. Replaces the narrower 'Culturan and national identity');0;1;
depression;56;SN-6063;eng;04 HEALTH;04_11 Specific diseases, disorders and medical conditions;0;0;
discrimination against homosexuals;56;SN-6063;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_05 Equality, inequality and social exclusion;1;0;
emotional states;56;SN-6063;eng;04 HEALTH;04_03 General health and well-being;0;0;
female homosexuality;56;SN-6063;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
gender;56;SN-6063;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_08 Gender and gender roles;0;1;
happiness;56;SN-6063;eng;16 SOCIETY AND CULTURE;16_08 Social conditions and indicators;0;1;
heterosexuality;56;SN-6063;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
homosexuality;56;SN-6063;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
medical self-treatment;56;SN-6063;eng;04 HEALTH;04_05 Medication and treatment;0;1;
personal appearance;56;SN-6063;eng;19 OTHER;;0;1;
public health risks;56;SN-6063;eng;04 HEALTH;04_08 Public health;0;0;
same-sex relationships;56;SN-6063;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
self-esteem;56;SN-6063;eng;16 SOCIETY AND CULTURE;16_03 Identity (Term introduced by authors. Replaces the narrower 'Culturan and national identity');0;1;
self-harm;56;SN-6063;eng;04 HEALTH;04_12 Wounds and injuries;0;0;
sexual awareness;56;SN-6063;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
sexual identity;56;SN-6063;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
sexuality;56;SN-6063;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
social alienation;56;SN-6063;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_05 Equality, inequality and social exclusion;0;0;
suicide;56;SN-6063;eng;04 HEALTH;04_12 Wounds and injuries;0;0;
young adults;56;SN-6063;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_12 Youth;0;1;
youth;56;SN-6063;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_12 Youth;0;1;
adoption;57;SN-6929;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
civil partnerships;57;SN-6929;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;1;1;
employment;57;SN-6929;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
female homosexuality;57;SN-6929;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
male homosexuality;57;SN-6929;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
same-sex relationships;57;SN-6929;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
citizenship;58;SN-7014;eng;19 OTHER;;0;1;
community identification;58;SN-7014;eng;16 SOCIETY AND CULTURE;16_01 Community, urban and rural life;0;1;
diaspora;58;SN-7014;eng;01 DEMOGRAPHY (population, vital statistics, and censuses);01_02 Migration;0;1;
discrimination against homosexuals;58;SN-7014;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_05 Equality, inequality and social exclusion;1;0;
homosexuality;58;SN-7014;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
immigration;58;SN-7014;eng;01 DEMOGRAPHY (population, vital statistics, and censuses);01_02 Migration;0;1;
liberation movements;58;SN-7014;eng;16 SOCIETY AND CULTURE;16_07 Social change;0;1;
national identity;58;SN-7014;eng;16 SOCIETY AND CULTURE;16_03 Identity (Term introduced by authors. Replaces the narrower 'Culturan and national identity');0;1;
age;59;SN-851821;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_55 Other (Term introduced by authors);0;1;
friendship;59;SN-851821;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
identity;59;SN-851821;eng;16 SOCIETY AND CULTURE;16_03 Identity (Term introduced by authors. Replaces the narrower 'Culturan and national identity');0;1;
sexual behaviour;59;SN-851821;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
social behaviour;59;SN-851821;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
attitudes;60;SN-5900;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
ceremonies;60;SN-5900;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
child custody;60;SN-5900;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
civil partnerships;60;SN-5900;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;1;1;
cultural values;60;SN-5900;eng;16 SOCIETY AND CULTURE;16_05 Religion and values;0;1;
discrimination;60;SN-5900;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_05 Equality, inequality and social exclusion;0;0;
discrimination against homosexuals;60;SN-5900;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_05 Equality, inequality and social exclusion;1;0;
families;60;SN-5900;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
family cohesion;60;SN-5900;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
family influence;60;SN-5900;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
family law;60;SN-5900;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_02 Legislation and legal systems;0;1;
family life;60;SN-5900;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
family members;60;SN-5900;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
financial resources;60;SN-5900;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
homosexuality;60;SN-5900;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
inheritance;60;SN-5900;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
inheritance law;60;SN-5900;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_02 Legislation and legal systems;0;1;
interpersonal relations;60;SN-5900;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
male homosexuality;60;SN-5900;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
parent responsibility;60;SN-5900;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
parent-child relationship;60;SN-5900;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
pension benefits;60;SN-5900;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
personal finance management;60;SN-5900;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
probate;60;SN-5900;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
religious affiliation;60;SN-5900;eng;16 SOCIETY AND CULTURE;16_05 Religion and values;0;1;
religious beliefs;60;SN-5900;eng;16 SOCIETY AND CULTURE;16_05 Religion and values;0;1;
same-sex relationships;60;SN-5900;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
sexuality;60;SN-5900;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
social networks;60;SN-5900;eng;16 SOCIETY AND CULTURE;16_01 Community, urban and rural life;0;1;
social values;60;SN-5900;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
wills;60;SN-5900;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
central and eastern europe;61;SN-853389;eng;11 POLITICS;11_02 Countries and regions (Term introduced by authors);0;1;
international migration;61;SN-853389;eng;01 DEMOGRAPHY (population, vital statistics, and censuses);01_02 Migration;0;1;
population migration;61;SN-853389;eng;01 DEMOGRAPHY (population, vital statistics, and censuses);01_02 Migration;0;1;
advice;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
age;62;SN-2987;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_55 Other (Term introduced by authors);0;1;
aids (disease);62;SN-2987;eng;04 HEALTH;04_11 Specific diseases, disorders and medical conditions;0;0;
alcohol use;62;SN-2987;eng;04 HEALTH;04_02 Drug abuse, alcohol and smoking;0;1;
attitudes;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
bereavement;62;SN-2987;eng;19 OTHER;;0;0;
building maintenance;62;SN-2987;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
care in the community;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
care of dependants;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
clinical tests and measurements;62;SN-2987;eng;04 HEALTH;04_04 Health care services and policies;0;1;
complementary therapies;62;SN-2987;eng;04 HEALTH;04_05 Medication and treatment;0;1;
cooking;62;SN-2987;eng;19 OTHER;;0;1;
dentists;62;SN-2987;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
dependency relationship;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
diseases;62;SN-2987;eng;04 HEALTH;04_11 Specific diseases, disorders and medical conditions;0;0;
doctor-patient relationship;62;SN-2987;eng;04 HEALTH;04_05 Medication and treatment;0;1;
drug side-effects;62;SN-2987;eng;04 HEALTH;04_02 Drug abuse, alcohol and smoking;0;1;
drug use;62;SN-2987;eng;04 HEALTH;04_02 Drug abuse, alcohol and smoking;0;1;
economic activity;62;SN-2987;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
emotional states;62;SN-2987;eng;04 HEALTH;04_03 General health and well-being;0;0;
employment history;62;SN-2987;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
exercise (physical activity);62;SN-2987;eng;04 HEALTH;04_07 Physical fitness and exercise;0;1;
families;62;SN-2987;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
fathers;62;SN-2987;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
financial resources;62;SN-2987;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
financial support;62;SN-2987;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
friends;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
gender;62;SN-2987;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_08 Gender and gender roles;0;1;
health;62;SN-2987;eng;04 HEALTH;04_03 General health and well-being;0;1;
health consultations;62;SN-2987;eng;04 HEALTH;04_05 Medication and treatment;0;1;
health professionals;62;SN-2987;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
health services;62;SN-2987;eng;04 HEALTH;04_04 Health care services and policies;0;1;
health visitors;62;SN-2987;eng;04 HEALTH;04_04 Health care services and policies;0;1;
hearing impairments;62;SN-2987;eng;04 HEALTH;"04_10 Signs and symptoms; pathological conditions";0;0;
hiv infections;62;SN-2987;eng;04 HEALTH;04_11 Specific diseases, disorders and medical conditions;0;0;
holidays;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_04 Leisure, tourism and sport;0;1;
home help;62;SN-2987;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
home ownership;62;SN-2987;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
home visits;62;SN-2987;eng;04 HEALTH;04_04 Health care services and policies;0;1;
hospital bed provision;62;SN-2987;eng;04 HEALTH;04_04 Health care services and policies;0;1;
hospital discharges;62;SN-2987;eng;04 HEALTH;04_05 Medication and treatment;0;0;
hospital outpatient services;62;SN-2987;eng;04 HEALTH;04_05 Medication and treatment;0;1;
hospital services;62;SN-2987;eng;04 HEALTH;04_05 Medication and treatment;0;1;
hospital visiting;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
hospitalization;62;SN-2987;eng;04 HEALTH;04_05 Medication and treatment;0;1;
households;62;SN-2987;eng;01 DEMOGRAPHY (population, vital statistics, and censuses);01_55 Other (Term introduced by authors);0;1;
housing;62;SN-2987;eng;06 HOUSING AND LAND USE;06_01 Housing;0;1;
immortality;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_05 Religion and values;0;1;
interpersonal communication;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
knowledge (awareness);62;SN-2987;eng;19 OTHER;;0;1;
landlords;62;SN-2987;eng;06 HOUSING AND LAND USE;06_01 Housing;0;1;
life insurance;62;SN-2987;eng;02 ECONOMICS;02_55 Other (Term introduced by authors);0;1;
medical care;62;SN-2987;eng;04 HEALTH;04_04 Health care services and policies;0;1;
medical centres;62;SN-2987;eng;04 HEALTH;04_04 Health care services and policies;0;1;
medical examinations;62;SN-2987;eng;04 HEALTH;04_05 Medication and treatment;0;1;
medical history;62;SN-2987;eng;04 HEALTH;04_03 General health and well-being;0;1;
medical information systems;62;SN-2987;eng;13 SCIENCE AND TECHNOLOGY;13_02 Information technology;0;1;
medical practices;62;SN-2987;eng;04 HEALTH;04_05 Medication and treatment;0;1;
medical prescriptions;62;SN-2987;eng;04 HEALTH;04_05 Medication and treatment;0;1;
medical specialists;62;SN-2987;eng;04 HEALTH;04_05 Medication and treatment;0;1;
mothers;62;SN-2987;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
nausea;62;SN-2987;eng;04 HEALTH;"04_10 Signs and symptoms; pathological conditions";0;1;
nurses;62;SN-2987;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
pain;62;SN-2987;eng;04 HEALTH;"04_10 Signs and symptoms; pathological conditions";0;0;
partnerships (personal);62;SN-2987;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
patients;62;SN-2987;eng;04 HEALTH;04_05 Medication and treatment;0;1;
peer-group relationships;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
physicians;62;SN-2987;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
prejudice;62;SN-2987;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_05 Equality, inequality and social exclusion;0;0;
professional consultations;62;SN-2987;eng;19 OTHER;;0;1;
religion;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_05 Religion and values;0;1;
religious affiliation;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_05 Religion and values;0;1;
religious personnel;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_05 Religion and values;0;1;
rented accommodation;62;SN-2987;eng;06 HOUSING AND LAND USE;06_01 Housing;0;1;
residential care of the sick;62;SN-2987;eng;04 HEALTH;04_05 Medication and treatment;0;1;
residential mobility;62;SN-2987;eng;01 DEMOGRAPHY (population, vital statistics, and censuses);01_02 Migration;0;1;
respiratory system;62;SN-2987;eng;04 HEALTH;04_55 Other (Term introduced by authors);0;1;
right to privacy;62;SN-2987;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_02 Legislation and legal systems;0;1;
satisfaction;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_08 Social conditions and indicators;0;1;
shopping;62;SN-2987;eng;02 ECONOMICS;02_01 Consumption and consumer behaviour;0;1;
siblings;62;SN-2987;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
smoking;62;SN-2987;eng;04 HEALTH;04_02 Drug abuse, alcohol and smoking;0;1;
social activities (leisure);62;SN-2987;eng;16 SOCIETY AND CULTURE;16_04 Leisure, tourism and sport;0;1;
social housing;62;SN-2987;eng;15 SOCIAL WELFARE POLICY AND SYSTEMS;15_02 Social welfare systems/structures;0;1;
social security benefits;62;SN-2987;eng;15 SOCIAL WELFARE POLICY AND SYSTEMS;15_02 Social welfare systems/structures;0;1;
social support;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
social welfare;62;SN-2987;eng;15 SOCIAL WELFARE POLICY AND SYSTEMS;15_55 Other (Term introduced by authors);0;1;
social workers;62;SN-2987;eng;15 SOCIAL WELFARE POLICY AND SYSTEMS;15_02 Social welfare systems/structures;0;1;
solicitors;62;SN-2987;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
specialists;62;SN-2987;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
stress (psychological);62;SN-2987;eng;04 HEALTH;"04_10 Signs and symptoms; pathological conditions";0;0;
symptoms;62;SN-2987;eng;04 HEALTH;"04_10 Signs and symptoms; pathological conditions";0;0;
terminally ill;62;SN-2987;eng;04 HEALTH;"04_10 Signs and symptoms; pathological conditions";0;0;
time;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_09 Time use;0;1;
travelling time;62;SN-2987;eng;18 TRANSPORT AND TRAVEL;;0;1;
vision impairments;62;SN-2987;eng;04 HEALTH;"04_10 Signs and symptoms; pathological conditions";0;0;
voluntary organizations;62;SN-2987;eng;16 SOCIETY AND CULTURE;16_02 Cultural activities and participation;0;1;
clinical medicine;63;SN-852745;eng;04 HEALTH;04_04 Health care services and policies;0;1;
health;63;SN-852745;eng;04 HEALTH;04_03 General health and well-being;0;1;
health education;63;SN-852745;eng;04 HEALTH;04_04 Health care services and policies;0;1;
homosexuality;63;SN-852745;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
preventive medicine;63;SN-852745;eng;04 HEALTH;04_05 Medication and treatment;0;1;
public health;63;SN-852745;eng;04 HEALTH;04_08 Public health;0;1;
risk;63;SN-852745;eng;19 OTHER;;0;0;
sex;63;SN-852745;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
sexual health;63;SN-852745;eng;04 HEALTH;04_09 Reproductive health;0;1;
technological literacy;63;SN-852745;eng;13 SCIENCE AND TECHNOLOGY;13_55 Other (Term introduced by authors);0;1;
abortion;64;SN-3553;eng;04 HEALTH;04_09 Reproductive health;0;1;
adolescents;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_12 Youth;0;1;
adoption;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
adults;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_01 Adults (Term introduced by authors);0;1;
age;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_55 Other (Term introduced by authors);0;1;
application for employment;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
appointment to job;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
attitudes;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
black people;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_06 Ethnic groups (Term introduced by authors);0;1;
career development;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
censorship;64;SN-3553;eng;09 MEDIA, COMMUNICATION AND LANGUAGE;09_03 Media;0;0;
central heating;64;SN-3553;eng;06 HOUSING AND LAND USE;06_01 Housing;0;1;
charitable organizations;64;SN-3553;eng;15 SOCIAL WELFARE POLICY AND SYSTEMS;15_02 Social welfare systems/structures;0;1;
child care;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
child development;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_02 Children;0;1;
children;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_02 Children;0;1;
civil servants;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
clinical tests and measurements;64;SN-3553;eng;04 HEALTH;04_04 Health care services and policies;0;1;
consumer goods;64;SN-3553;eng;02 ECONOMICS;02_01 Consumption and consumer behaviour;0;1;
criminal investigation;64;SN-3553;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_01 Crime and law enforcement;0;0;
cultural goods;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_05 Religion and values;0;1;
death penalty;64;SN-3553;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_01 Crime and law enforcement;0;0;
discrimination;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_05 Equality, inequality and social exclusion;0;0;
diseases;64;SN-3553;eng;04 HEALTH;04_11 Specific diseases, disorders and medical conditions;0;0;
divorce;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;0;
domestic responsibilities;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
economic activity;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
